,source,target,resource
810,1090.0,155.0,6.789599999999999
811,155.0,1090.0,6.789599999999999
812,39.0,158.0,2.4179999999999997
813,158.0,39.0,2.4179999999999997
814,158.0,416.0,14.561999999999998
815,416.0,158.0,14.561999999999998
816,416.0,156.0,3.5495999999999994
817,156.0,416.0,3.5495999999999994
818,156.0,246.0,1.7639999999999998
819,246.0,156.0,1.7639999999999998
820,246.0,249.0,3.7536
821,249.0,246.0,3.7536
822,249.0,1985.0,1.5011999999999999
823,1985.0,249.0,1.5011999999999999
824,1985.0,157.0,4.1988
825,157.0,1985.0,4.1988
826,173.0,159.0,4.797599999999999
827,159.0,173.0,4.797599999999999
828,159.0,160.0,10.068
829,160.0,159.0,10.068
830,160.0,777.0,4.4508
831,777.0,160.0,4.4508
832,777.0,2011.0,5.902799999999999
833,2011.0,777.0,5.902799999999999
834,2011.0,163.0,5.6436
835,163.0,2011.0,5.6436
836,163.0,430.0,9.0516
837,430.0,163.0,9.0516
838,430.0,165.0,5.2128
839,165.0,430.0,5.2128
840,165.0,164.0,1.0943999999999998
841,164.0,165.0,1.0943999999999998
842,164.0,161.0,13.475999999999999
843,161.0,164.0,13.475999999999999
844,162.0,2012.0,12.059999999999999
845,2012.0,162.0,12.059999999999999
846,2012.0,163.0,16.8372
847,163.0,2012.0,16.8372
848,163.0,396.0,20.6316
849,396.0,163.0,20.6316
850,396.0,318.0,13.100399999999999
851,318.0,396.0,13.100399999999999
852,164.0,50.0,18.1632
853,50.0,164.0,18.1632
854,165.0,346.0,2.2068
855,346.0,165.0,2.2068
856,346.0,456.0,1.8683999999999998
857,456.0,346.0,1.8683999999999998
858,456.0,397.0,1.8396
859,397.0,456.0,1.8396
860,397.0,383.0,2.3868
861,383.0,397.0,2.3868
862,383.0,428.0,2.8116
863,428.0,383.0,2.8116
864,428.0,331.0,9.4008
865,331.0,428.0,9.4008
866,331.0,166.0,8.2308
867,166.0,331.0,8.2308
868,166.0,270.0,10.77
869,270.0,166.0,10.77
870,200.0,583.0,2.1155999999999997
871,583.0,200.0,2.1155999999999997
872,583.0,615.0,4.1616
873,615.0,583.0,4.1616
874,615.0,795.0,3.1872
875,795.0,615.0,3.1872
876,795.0,614.0,0.9935999999999998
877,614.0,795.0,0.9935999999999998
878,614.0,167.0,1.5288
879,167.0,614.0,1.5288
880,169.0,170.0,22.1088
881,170.0,169.0,22.1088
882,170.0,205.0,5.234399999999999
883,205.0,170.0,5.234399999999999
884,205.0,171.0,11.3316
885,171.0,205.0,11.3316
886,50.0,293.0,13.517999999999999
887,293.0,50.0,13.517999999999999
888,293.0,715.0,0.6264
889,715.0,293.0,0.6264
890,715.0,479.0,4.7568
891,479.0,715.0,4.7568
892,479.0,648.0,4.7472
893,648.0,479.0,4.7472
894,648.0,485.0,4.9403999999999995
895,485.0,648.0,4.9403999999999995
896,485.0,488.0,2.0436
897,488.0,485.0,2.0436
898,488.0,494.0,1.9056
899,494.0,488.0,1.9056
900,494.0,474.0,1.6787999999999998
901,474.0,494.0,1.6787999999999998
902,474.0,279.0,2.3316
903,279.0,474.0,2.3316
904,172.0,161.0,15.996239999999998
905,161.0,172.0,15.996239999999998
906,161.0,154.0,1.71288
907,154.0,161.0,1.71288
908,154.0,30.0,10.57248
909,30.0,154.0,10.57248
910,30.0,52.0,7.403759999999999
911,52.0,30.0,7.403759999999999
912,52.0,13.0,7.28496
913,13.0,52.0,7.28496
914,5.0,20.0,1.8539999999999999
915,20.0,5.0,1.8539999999999999
916,20.0,69.0,9.253440000000001
917,69.0,20.0,9.253440000000001
918,69.0,42.0,7.721279999999999
919,42.0,69.0,7.721279999999999
920,176.0,624.0,3.4355999999999995
921,624.0,176.0,3.4355999999999995
922,624.0,633.0,2.19
923,633.0,624.0,2.19
924,633.0,571.0,2.2452
925,571.0,633.0,2.2452
926,571.0,174.0,2.3052
927,174.0,571.0,2.3052
928,174.0,1006.0,24.0156
929,1006.0,174.0,24.0156
930,1006.0,106.0,3.4847999999999995
931,106.0,1006.0,3.4847999999999995
932,106.0,175.0,9.768
933,175.0,106.0,9.768
934,177.0,592.0,2.9831999999999996
935,592.0,177.0,2.9831999999999996
936,592.0,816.0,2.6771999999999996
937,816.0,592.0,2.6771999999999996
938,816.0,787.0,2.2956
939,787.0,816.0,2.2956
940,787.0,729.0,3.3336
941,729.0,787.0,3.3336
942,729.0,765.0,1.5299999999999998
943,765.0,729.0,1.5299999999999998
944,765.0,598.0,1.8587999999999998
945,598.0,765.0,1.8587999999999998
946,598.0,194.0,2.4924
947,194.0,598.0,2.4924
948,296.0,186.0,10.6464
949,186.0,296.0,10.6464
950,186.0,178.0,21.050399999999996
951,178.0,186.0,21.050399999999996
952,178.0,1897.0,6.2376
953,1897.0,178.0,6.2376
954,1897.0,1951.0,1.4687999999999999
955,1951.0,1897.0,1.4687999999999999
956,1951.0,1819.0,1.3823999999999999
957,1819.0,1951.0,1.3823999999999999
958,1819.0,1941.0,6.331199999999999
959,1941.0,1819.0,6.331199999999999
960,1941.0,1927.0,5.054399999999999
961,1927.0,1941.0,5.054399999999999
962,1927.0,179.0,2.2331999999999996
963,179.0,1927.0,2.2331999999999996
964,179.0,180.0,7.915199999999999
965,180.0,179.0,7.915199999999999
966,180.0,181.0,15.008399999999998
967,181.0,180.0,15.008399999999998
968,181.0,182.0,1.6487999999999998
969,182.0,181.0,1.6487999999999998
970,182.0,91.0,33.2748
971,91.0,182.0,33.2748
972,191.0,266.0,1.5048
973,266.0,191.0,1.5048
974,266.0,311.0,86.09184
975,311.0,266.0,86.09184
976,90.0,1829.0,5.0736
977,1829.0,90.0,5.0736
978,1829.0,91.0,6.3804
979,91.0,1829.0,6.3804
980,91.0,1901.0,5.005199999999999
981,1901.0,91.0,5.005199999999999
982,1901.0,1815.0,1.2167999999999999
983,1815.0,1901.0,1.2167999999999999
984,1815.0,119.0,8.1408
985,119.0,1815.0,8.1408
986,119.0,92.0,2.4084
987,92.0,119.0,2.4084
988,91.0,1821.0,5.1216
989,1821.0,91.0,5.1216
990,1821.0,1857.0,5.52
991,1857.0,1821.0,5.52
992,1857.0,1856.0,1.6656
993,1856.0,1857.0,1.6656
994,1856.0,1903.0,2.8859999999999997
995,1903.0,1856.0,2.8859999999999997
996,1903.0,1887.0,3.4115999999999995
997,1887.0,1903.0,3.4115999999999995
998,1887.0,1848.0,4.3176
999,1848.0,1887.0,4.3176
1000,1848.0,1879.0,1.6356
1001,1879.0,1848.0,1.6356
1002,1879.0,1906.0,8.0232
1003,1906.0,1879.0,8.0232
1004,1906.0,1832.0,3.7175999999999996
1005,1832.0,1906.0,3.7175999999999996
1006,1832.0,1861.0,1.6356
1007,1861.0,1832.0,1.6356
1008,1861.0,183.0,20.0736
1009,183.0,1861.0,20.0736
1010,184.0,1966.0,17.028
1011,1966.0,184.0,17.028
1012,1534.0,1611.0,14.233199999999998
1013,1611.0,1534.0,14.233199999999998
1014,89.0,1777.0,10.7616
1015,1777.0,89.0,10.7616
1016,1777.0,104.0,5.5836
1017,104.0,1777.0,5.5836
1018,187.0,188.0,1.9547999999999996
1019,188.0,187.0,1.9547999999999996
1020,188.0,186.0,9.862799999999998
1021,186.0,188.0,9.862799999999998
1022,186.0,189.0,7.9308
1023,189.0,186.0,7.9308
1024,192.0,1961.0,8.368799999999998
1025,1961.0,192.0,8.368799999999998
1026,1961.0,189.0,5.894399999999999
1027,189.0,1961.0,5.894399999999999
1028,189.0,297.0,3.4499999999999997
1029,297.0,189.0,3.4499999999999997
1030,297.0,265.0,6.9372
1031,265.0,297.0,6.9372
1032,265.0,190.0,7.2156
1033,190.0,265.0,7.2156
1034,190.0,222.0,2.1995999999999998
1035,222.0,190.0,2.1995999999999998
1036,222.0,1977.0,22.0188
1037,1977.0,222.0,22.0188
1038,1977.0,221.0,10.597199999999999
1039,221.0,1977.0,10.597199999999999
1040,191.0,178.0,6.159599999999999
1041,178.0,191.0,6.159599999999999
1042,178.0,192.0,10.39896
1043,192.0,178.0,10.39896
1044,41.0,207.0,4.104
1045,207.0,41.0,4.104
1046,207.0,202.0,7.9176
1047,202.0,207.0,7.9176
1048,202.0,209.0,4.8936
1049,209.0,202.0,4.8936
1050,209.0,724.0,6.6468
1051,724.0,209.0,6.6468
1052,724.0,725.0,3.7356
1053,725.0,724.0,3.7356
1054,725.0,194.0,3.1883999999999997
1055,194.0,725.0,3.1883999999999997
1056,6.0,300.0,10.159920000000001
1057,300.0,6.0,10.159920000000001
1058,300.0,193.0,3.1586399999999997
1059,193.0,300.0,3.1586399999999997
1060,218.0,219.0,15.473999999999998
1061,219.0,218.0,15.473999999999998
1062,219.0,237.0,33.1404
1063,237.0,219.0,33.1404
1064,237.0,195.0,1.4915999999999998
1065,195.0,237.0,1.4915999999999998
1066,195.0,298.0,7.191599999999999
1067,298.0,195.0,7.191599999999999
1068,298.0,299.0,10.935599999999999
1069,299.0,298.0,10.935599999999999
1070,299.0,196.0,5.7132
1071,196.0,299.0,5.7132
1072,198.0,199.0,11.381999999999998
1073,199.0,198.0,11.381999999999998
1074,199.0,605.0,5.572799999999999
1075,605.0,199.0,5.572799999999999
1076,605.0,511.0,3.7476
1077,511.0,605.0,3.7476
1078,511.0,200.0,3.6719999999999997
1079,200.0,511.0,3.6719999999999997
1080,200.0,817.0,4.3991999999999996
1081,817.0,200.0,4.3991999999999996
1082,817.0,524.0,2.2439999999999998
1083,524.0,817.0,2.2439999999999998
1084,524.0,462.0,2.1239999999999997
1085,462.0,524.0,2.1239999999999997
1086,462.0,812.0,9.8868
1087,812.0,462.0,9.8868
1088,812.0,648.0,9.69
1089,648.0,812.0,9.69
1090,202.0,707.0,2.0220000000000002
1091,707.0,202.0,2.0220000000000002
1092,707.0,540.0,0.8483999999999999
1093,540.0,707.0,0.8483999999999999
1094,540.0,604.0,0.6803999999999999
1095,604.0,540.0,0.6803999999999999
1096,604.0,625.0,1.7304
1097,625.0,604.0,1.7304
1098,625.0,600.0,1.0308
1099,600.0,625.0,1.0308
1100,600.0,591.0,1.0031999999999999
1101,591.0,600.0,1.0031999999999999
1102,591.0,623.0,2.1047999999999996
1103,623.0,591.0,2.1047999999999996
1104,623.0,702.0,0.4884
1105,702.0,623.0,0.4884
1106,702.0,720.0,1.4567999999999999
1107,720.0,702.0,1.4567999999999999
1108,720.0,287.0,1.146
1109,287.0,720.0,1.146
1110,287.0,283.0,1.1256
1111,283.0,287.0,1.1256
1112,283.0,203.0,3.1607999999999996
1113,203.0,283.0,3.1607999999999996
1114,204.0,205.0,15.9828
1115,205.0,204.0,15.9828
1116,205.0,159.0,18.8052
1117,159.0,205.0,18.8052
1118,208.0,774.0,2.1024
1119,774.0,208.0,2.1024
1120,774.0,207.0,21.5196
1121,207.0,774.0,21.5196
1122,207.0,818.0,2.1804
1123,818.0,207.0,2.1804
1124,818.0,825.0,1.3956
1125,825.0,818.0,1.3956
1126,825.0,288.0,8.822399999999998
1127,288.0,825.0,8.822399999999998
1128,288.0,206.0,3.5063999999999997
1129,206.0,288.0,3.5063999999999997
1130,209.0,603.0,7.273199999999999
1131,603.0,209.0,7.273199999999999
1132,603.0,632.0,1.4591999999999998
1133,632.0,603.0,1.4591999999999998
1134,632.0,208.0,1.6643999999999999
1135,208.0,632.0,1.6643999999999999
1136,208.0,635.0,2.6748
1137,635.0,208.0,2.6748
1138,635.0,210.0,3.5892
1139,210.0,635.0,3.5892
1140,211.0,212.0,10.68
1141,212.0,211.0,10.68
1142,220.0,2004.0,7.053599999999999
1143,2004.0,220.0,7.053599999999999
1144,2004.0,223.0,8.1444
1145,223.0,2004.0,8.1444
1146,223.0,224.0,11.4612
1147,224.0,223.0,11.4612
1148,224.0,1973.0,6.377999999999999
1149,1973.0,224.0,6.377999999999999
1150,1973.0,248.0,6.369599999999999
1151,248.0,1973.0,6.369599999999999
1152,225.0,2000.0,10.764
1153,2000.0,225.0,10.764
1154,2000.0,240.0,11.37
1155,240.0,2000.0,11.37
1156,240.0,226.0,1.3631999999999997
1157,226.0,240.0,1.3631999999999997
1158,2009.0,157.0,13.210799999999999
1159,157.0,2009.0,13.210799999999999
1160,157.0,227.0,16.1916
1161,227.0,157.0,16.1916
1162,227.0,144.0,11.154
1163,144.0,227.0,11.154
1164,26.0,137.0,10.41264
1165,137.0,26.0,10.41264
1166,137.0,136.0,5.82768
1167,136.0,137.0,5.82768
1168,136.0,133.0,5.184
1169,133.0,136.0,5.184
1170,133.0,432.0,3.15792
1171,432.0,133.0,3.15792
1172,432.0,40.0,1.18656
1173,40.0,432.0,1.18656
1174,272.0,4.0,6.6168000000000005
1175,4.0,272.0,6.6168000000000005
1176,4.0,129.0,6.672960000000001
1177,129.0,4.0,6.672960000000001
1178,129.0,325.0,9.594
1179,325.0,129.0,9.594
1180,325.0,0.0,228.60575999999998
1181,0.0,325.0,228.60575999999998
1182,5.0,2014.0,12.490199999999998
1183,2014.0,5.0,12.490199999999998
1184,2014.0,21.0,27.225599999999996
1185,21.0,2014.0,27.225599999999996
1186,7.0,197.0,13.02696
1187,197.0,7.0,13.02696
1188,197.0,140.0,0.8798400000000001
1189,140.0,197.0,0.8798400000000001
1190,1972.0,18.0,67.19688
1191,18.0,1972.0,67.19688
1192,217.0,214.0,6.988199999999999
1193,214.0,217.0,6.988199999999999
1194,214.0,239.0,15.964199999999998
1195,239.0,214.0,15.964199999999998
1196,239.0,141.0,1.2797999999999998
1197,141.0,239.0,1.2797999999999998
1198,141.0,263.0,4.026599999999999
1199,263.0,141.0,4.026599999999999
1200,263.0,187.0,4.6188
1201,187.0,263.0,4.6188
1202,187.0,1963.0,7.271999999999999
1203,1963.0,187.0,7.271999999999999
1204,1963.0,1964.0,2.1384
1205,1964.0,1963.0,2.1384
1206,1964.0,266.0,2.7312
1207,266.0,1964.0,2.7312
1208,266.0,125.0,11.629199999999999
1209,125.0,266.0,11.629199999999999
1210,125.0,83.0,8.0124
1211,83.0,125.0,8.0124
1212,83.0,84.0,0.8609999999999999
1213,84.0,83.0,0.8609999999999999
1214,84.0,268.0,3.8663999999999996
1215,268.0,84.0,3.8663999999999996
1216,268.0,92.0,10.4226
1217,92.0,268.0,10.4226
1218,92.0,120.0,44.587199999999996
1219,120.0,92.0,44.587199999999996
1220,252.0,1987.0,35.750159999999994
1221,1987.0,252.0,35.750159999999994
1222,1987.0,253.0,77.09831999999999
1223,253.0,1987.0,77.09831999999999
1224,254.0,2.0,14.25672
1225,2.0,254.0,14.25672
1226,255.0,254.0,112.3884
1227,254.0,255.0,112.3884
1228,257.0,1987.0,52.344719999999995
1229,1987.0,257.0,52.344719999999995
1230,1987.0,258.0,114.37704
1231,258.0,1987.0,114.37704
1232,78.0,3.0,12.287519999999999
1233,3.0,78.0,12.287519999999999
1234,262.0,141.0,87.29352
1235,141.0,262.0,87.29352
1236,141.0,142.0,1.2074399999999998
1237,142.0,141.0,1.2074399999999998
1238,142.0,190.0,5.778
1239,190.0,142.0,5.778
1240,190.0,195.0,15.26112
1241,195.0,190.0,15.26112
1242,195.0,6.0,5.70816
1243,6.0,195.0,5.70816
1244,192.0,1956.0,10.068
1245,1956.0,192.0,10.068
1246,1956.0,102.0,3.6744
1247,102.0,1956.0,3.6744
1248,263.0,264.0,1.9331999999999998
1249,264.0,263.0,1.9331999999999998
1250,264.0,296.0,7.8923999999999985
1251,296.0,264.0,7.8923999999999985
1252,296.0,265.0,5.3136
1253,265.0,296.0,5.3136
1254,267.0,121.0,10.0968
1255,121.0,267.0,10.0968
1256,324.0,323.0,50.0448
1257,323.0,324.0,50.0448
1258,323.0,268.0,6.998399999999999
1259,268.0,323.0,6.998399999999999
1260,268.0,269.0,1.7568
1261,269.0,268.0,1.7568
1262,40.0,317.0,4.20336
1263,317.0,40.0,4.20336
1264,317.0,318.0,1.63584
1265,318.0,317.0,1.63584
1266,318.0,270.0,13.27176
1267,270.0,318.0,13.27176
1268,270.0,271.0,9.27144
1269,271.0,270.0,9.27144
1270,271.0,23.0,24.70896
1271,23.0,271.0,24.70896
1272,117.0,1917.0,20.0082
1273,1917.0,117.0,20.0082
1274,1917.0,1884.0,2.976
1275,1884.0,1917.0,2.976
1276,1884.0,1913.0,2.1012
1277,1913.0,1884.0,2.1012
1278,1913.0,121.0,3.1481999999999997
1279,121.0,1913.0,3.1481999999999997
1280,121.0,1823.0,4.922999999999999
1281,1823.0,121.0,4.922999999999999
1282,1823.0,118.0,2.4155999999999995
1283,118.0,1823.0,2.4155999999999995
1284,118.0,119.0,8.4966
1285,119.0,118.0,8.4966
1286,119.0,269.0,10.4904
1287,269.0,119.0,10.4904
1288,269.0,123.0,4.100999999999999
1289,123.0,269.0,4.100999999999999
1290,123.0,124.0,0.8453999999999999
1291,124.0,123.0,0.8453999999999999
1292,124.0,112.0,7.993199999999999
1293,112.0,124.0,7.993199999999999
1294,112.0,1806.0,5.457599999999999
1295,1806.0,112.0,5.457599999999999
1296,1806.0,1910.0,3.0054
1297,1910.0,1806.0,3.0054
1298,1910.0,191.0,3.6557999999999997
1299,191.0,1910.0,3.6557999999999997
1300,191.0,188.0,11.6832
1301,188.0,191.0,11.6832
1302,188.0,264.0,4.7856
1303,264.0,188.0,4.7856
1304,264.0,142.0,4.0493999999999994
1305,142.0,264.0,4.0493999999999994
1306,142.0,238.0,1.2797999999999998
1307,238.0,142.0,1.2797999999999998
1308,238.0,213.0,15.7686
1309,213.0,238.0,15.7686
1310,213.0,216.0,7.2258
1311,216.0,213.0,7.2258
1312,273.0,210.0,16.0896
1313,210.0,273.0,16.0896
1314,210.0,176.0,11.535599999999999
1315,176.0,210.0,11.535599999999999
1316,176.0,177.0,2.6904
1317,177.0,176.0,2.6904
1318,177.0,655.0,3.2843999999999998
1319,655.0,177.0,3.2843999999999998
1320,655.0,212.0,8.042399999999999
1321,212.0,655.0,8.042399999999999
1322,212.0,830.0,1.2335999999999998
1323,830.0,212.0,1.2335999999999998
1324,830.0,291.0,7.321199999999999
1325,291.0,830.0,7.321199999999999
1326,291.0,556.0,2.9867999999999997
1327,556.0,291.0,2.9867999999999997
1328,556.0,748.0,6.9204
1329,748.0,556.0,6.9204
1330,748.0,536.0,8.4828
1331,536.0,748.0,8.4828
1332,278.0,275.0,8.723519999999999
1333,275.0,278.0,8.723519999999999
1334,275.0,276.0,3.02472
1335,276.0,275.0,3.02472
1336,277.0,278.0,10.908
1337,278.0,277.0,10.908
1338,279.0,275.0,7.394399999999999
1339,275.0,279.0,7.394399999999999
1340,280.0,2005.0,2.3004
1341,2005.0,280.0,2.3004
1342,2005.0,535.0,4.13856
1343,535.0,2005.0,4.13856
1344,535.0,282.0,4.39632
1345,282.0,535.0,4.39632
1346,281.0,914.0,7.05816
1347,914.0,281.0,7.05816
1348,914.0,12.0,2.46024
1349,12.0,914.0,2.46024
1350,282.0,281.0,10.89
1351,281.0,282.0,10.89
1352,283.0,691.0,7.281599999999999
1353,691.0,283.0,7.281599999999999
1354,691.0,820.0,2.5307999999999997
1355,820.0,691.0,2.5307999999999997
1356,820.0,685.0,4.434
1357,685.0,820.0,4.434
1358,685.0,284.0,4.531199999999999
1359,284.0,685.0,4.531199999999999
1360,284.0,753.0,6.7764
1361,753.0,284.0,6.7764
1362,753.0,696.0,2.8379999999999996
1363,696.0,753.0,2.8379999999999996
1364,696.0,559.0,1.1207999999999998
1365,559.0,696.0,1.1207999999999998
1366,559.0,285.0,3.7428
1367,285.0,559.0,3.7428
1368,287.0,288.0,7.2216
1369,288.0,287.0,7.2216
1370,194.0,751.0,2.0244
1371,751.0,194.0,2.0244
1372,751.0,584.0,1.548
1373,584.0,751.0,1.548
1374,584.0,553.0,1.5443999999999998
1375,553.0,584.0,1.5443999999999998
1376,553.0,674.0,1.8347999999999998
1377,674.0,553.0,1.8347999999999998
1378,674.0,804.0,1.548
1379,804.0,674.0,1.548
1380,804.0,736.0,1.4243999999999999
1381,736.0,804.0,1.4243999999999999
1382,736.0,827.0,0.6768
1383,827.0,736.0,0.6768
1384,827.0,755.0,1.8336
1385,755.0,827.0,1.8336
1386,755.0,726.0,1.4556
1387,726.0,755.0,1.4556
1388,726.0,284.0,2.322
1389,284.0,726.0,2.322
1390,284.0,2023.0,5.8584
1391,2023.0,284.0,5.8584
1392,289.0,498.0,6.1368
1393,498.0,289.0,6.1368
1394,498.0,528.0,0.47159999999999996
1395,528.0,498.0,0.47159999999999996
1396,528.0,503.0,1.5876
1397,503.0,528.0,1.5876
1398,503.0,521.0,0.8136
1399,521.0,503.0,0.8136
1400,521.0,510.0,1.1027999999999998
1401,510.0,521.0,1.1027999999999998
1402,510.0,507.0,1.248
1403,507.0,510.0,1.248
1404,507.0,500.0,2.1323999999999996
1405,500.0,507.0,2.1323999999999996
1406,500.0,513.0,1.0919999999999999
1407,513.0,500.0,1.0919999999999999
1408,513.0,290.0,0.8459999999999999
1409,290.0,513.0,0.8459999999999999
1410,290.0,741.0,1.4652
1411,741.0,290.0,1.4652
1412,741.0,652.0,1.1844
1413,652.0,741.0,1.1844
1414,652.0,721.0,0.6144
1415,721.0,652.0,0.6144
1416,721.0,677.0,1.1327999999999998
1417,677.0,721.0,1.1327999999999998
1418,677.0,694.0,2.4755999999999996
1419,694.0,677.0,2.4755999999999996
1420,694.0,199.0,1.5635999999999999
1421,199.0,694.0,1.5635999999999999
1422,194.0,671.0,2.7287999999999997
1423,671.0,194.0,2.7287999999999997
1424,671.0,758.0,6.7056
1425,758.0,671.0,6.7056
1426,758.0,791.0,2.1828
1427,791.0,758.0,2.1828
1428,791.0,642.0,5.087999999999999
1429,642.0,791.0,5.087999999999999
1430,642.0,645.0,4.3187999999999995
1431,645.0,642.0,4.3187999999999995
1432,645.0,743.0,1.6668
1433,743.0,645.0,1.6668
1434,743.0,570.0,1.6116
1435,570.0,743.0,1.6116
1436,570.0,291.0,11.197199999999999
1437,291.0,570.0,11.197199999999999
1438,292.0,579.0,5.6472
1439,579.0,292.0,5.6472
1440,579.0,735.0,8.8464
1441,735.0,579.0,8.8464
1442,735.0,629.0,3.7992
1443,629.0,735.0,3.7992
1444,629.0,828.0,4.8252
1445,828.0,629.0,4.8252
1446,828.0,286.0,2.2824
1447,286.0,828.0,2.2824
1448,2024.0,807.0,5.01
1449,807.0,2024.0,5.01
1450,807.0,294.0,2.2691999999999997
1451,294.0,807.0,2.2691999999999997
1452,294.0,295.0,10.595999999999998
1453,295.0,294.0,10.595999999999998
1454,89.0,1614.0,3.8772
1455,1614.0,89.0,3.8772
1456,1614.0,1769.0,2.0292
1457,1769.0,1614.0,2.0292
1458,1769.0,860.0,1.9031999999999998
1459,860.0,1769.0,1.9031999999999998
1460,860.0,1665.0,3.7223999999999995
1461,1665.0,860.0,3.7223999999999995
1462,1665.0,878.0,1.0512
1463,878.0,1665.0,1.0512
1464,878.0,1722.0,0.606
1465,1722.0,878.0,0.606
1466,1722.0,982.0,0.6948
1467,982.0,1722.0,0.6948
1468,982.0,1725.0,1.2539999999999998
1469,1725.0,982.0,1.2539999999999998
1470,1725.0,912.0,0.5328
1471,912.0,1725.0,0.5328
1472,912.0,100.0,2.6028
1473,100.0,912.0,2.6028
1474,100.0,1548.0,3.0755999999999997
1475,1548.0,100.0,3.0755999999999997
1476,1548.0,909.0,0.7392
1477,909.0,1548.0,0.7392
1478,909.0,1002.0,1.7364
1479,1002.0,909.0,1.7364
1480,1002.0,88.0,6.6804
1481,88.0,1002.0,6.6804
1482,88.0,1032.0,1.6715999999999998
1483,1032.0,88.0,1.6715999999999998
1484,1032.0,934.0,4.8636
1485,934.0,1032.0,4.8636
1486,934.0,1558.0,0.5423999999999999
1487,1558.0,934.0,0.5423999999999999
1488,1558.0,931.0,0.9419999999999998
1489,931.0,1558.0,0.9419999999999998
1490,931.0,1577.0,1.9728
1491,1577.0,931.0,1.9728
1492,1577.0,87.0,3.2483999999999997
1493,87.0,1577.0,3.2483999999999997
1494,297.0,298.0,26.686799999999998
1495,298.0,297.0,26.686799999999998
1496,192.0,196.0,13.551120000000001
1497,196.0,192.0,13.551120000000001
1498,196.0,193.0,3.9355199999999995
1499,193.0,196.0,3.9355199999999995
1500,299.0,300.0,6.8016
1501,300.0,299.0,6.8016
1502,300.0,301.0,15.011999999999999
1503,301.0,300.0,15.011999999999999
1504,306.0,542.0,9.0504
1505,542.0,306.0,9.0504
1506,303.0,1641.0,1.9704000000000002
1507,1641.0,303.0,1.9704000000000002
1508,1641.0,308.0,10.323599999999999
1509,308.0,1641.0,10.323599999999999
1510,309.0,310.0,52.1664
1511,310.0,309.0,52.1664
1512,312.0,1145.0,3.0107999999999997
1513,1145.0,312.0,3.0107999999999997
1514,1145.0,1158.0,3.3587999999999996
1515,1158.0,1145.0,3.3587999999999996
1516,1158.0,33.0,3.1163999999999996
1517,33.0,1158.0,3.1163999999999996
1518,317.0,316.0,18.05976
1519,316.0,317.0,18.05976
1520,319.0,260.0,62.2818
1521,260.0,319.0,62.2818
1522,322.0,323.0,24.710399999999996
1523,323.0,322.0,24.710399999999996
1524,328.0,327.0,44.946
1525,327.0,328.0,44.946
1526,375.0,29.0,16.7772
1527,29.0,375.0,16.7772
1528,345.0,372.0,5.5968
1529,372.0,345.0,5.5968
1530,340.0,411.0,2.9543999999999997
1531,411.0,340.0,2.9543999999999997
1532,411.0,434.0,8.428799999999999
1533,434.0,411.0,8.428799999999999
1534,388.0,403.0,1.6824
1535,403.0,388.0,1.6824
1536,403.0,330.0,1.7556
1537,330.0,403.0,1.7556
1538,330.0,421.0,0.678
1539,421.0,330.0,0.678
1540,421.0,333.0,1.4315999999999998
1541,333.0,421.0,1.4315999999999998
1542,333.0,371.0,1.0415999999999999
1543,371.0,333.0,1.0415999999999999
1544,371.0,335.0,0.8711999999999999
1545,335.0,371.0,0.8711999999999999
1546,335.0,415.0,2.7287999999999997
1547,415.0,335.0,2.7287999999999997
1548,407.0,347.0,1.7711999999999999
1549,347.0,407.0,1.7711999999999999
1550,347.0,352.0,3.6071999999999997
1551,352.0,347.0,3.6071999999999997
1552,352.0,417.0,3.8112
1553,417.0,352.0,3.8112
1554,417.0,376.0,4.1819999999999995
1555,376.0,417.0,4.1819999999999995
1556,355.0,403.0,5.482799999999999
1557,403.0,355.0,5.482799999999999
1558,2006.0,373.0,2.6195999999999997
1559,373.0,2006.0,2.6195999999999997
1560,373.0,338.0,1.9979999999999998
1561,338.0,373.0,1.9979999999999998
1562,338.0,459.0,1.6211999999999998
1563,459.0,338.0,1.6211999999999998
1564,459.0,362.0,1.4652
1565,362.0,459.0,1.4652
1566,362.0,426.0,1.7975999999999999
1567,426.0,362.0,1.7975999999999999
1568,377.0,360.0,6.494399999999999
1569,360.0,377.0,6.494399999999999
1570,365.0,352.0,3.6191999999999998
1571,352.0,365.0,3.6191999999999998
1572,358.0,436.0,16.3536
1573,436.0,358.0,16.3536
1574,447.0,348.0,2.1168
1575,348.0,447.0,2.1168
1576,348.0,426.0,4.1772
1577,426.0,348.0,4.1772
1578,426.0,409.0,1.2899999999999998
1579,409.0,426.0,1.2899999999999998
1580,430.0,406.0,2.2212
1581,406.0,430.0,2.2212
1582,406.0,343.0,1.9679999999999997
1583,343.0,406.0,1.9679999999999997
1584,343.0,420.0,1.8168
1585,420.0,343.0,1.8168
1586,420.0,363.0,2.3364
1587,363.0,420.0,2.3364
1588,363.0,336.0,2.2895999999999996
1589,336.0,363.0,2.2895999999999996
1590,431.0,458.0,1.6572
1591,458.0,431.0,1.6572
1592,458.0,382.0,1.8539999999999999
1593,382.0,458.0,1.8539999999999999
1594,382.0,1970.0,2.0208
1595,1970.0,382.0,2.0208
1596,1970.0,460.0,2.2847999999999997
1597,460.0,1970.0,2.2847999999999997
1598,460.0,341.0,1.7964
1599,341.0,460.0,1.7964
1600,341.0,408.0,2.2787999999999995
